id,loja,setor,data,vendas_semanais,feriado
154694,44,4,02-04,6754.35,nao
154695,25,38,02-04,44179.72,nao
154696,25,40,02-04,41307.07,nao
154697,39,1,02-04,19488.92,nao
154698,21,20,02-04,4258.94,nao
154699,18,30,02-04,5899.74,nao
154700,10,96,02-04,,nao
154701,25,41,02-04,21199.45,nao
154702,40,91,02-04,51643.31,nao
154703,25,42,02-04,4594.99,nao
154704,10,95,02-04,77920.4,nao
154705,25,44,02-04,4590.08,nao
154706,44,5,02-04,499.8,nao
154707,25,46,02-04,17390.44,nao
154708,25,36,02-04,760.25,nao
154709,3,2,02-04,17746.76,nao
154710,18,31,02-04,999351.3813557602,nao
154711,25,35,02-04,1520.94,nao
154712,41,12,02-04,3642.63,nao
154713,3,38,02-04,131623.64,nao
154714,25,30,02-04,1547.76,nao
154715,19,27,02-04,2633.83,nao
154716,39,4,02-04,41718.78,nao
154717,11,4,02-04,31600.87,nao
154718,25,31,02-04,1204.67,nao
154719,18,32,02-04,6851.08,nao
154720,11,3,02-04,,nao
154721,11,5,02-04,43728.84,nao
154722,4,79,02-04,55356.27,nao
154723,25,32,02-04,,nao
154724,15,10,02-04,9435.45,nao
154725,25,33,02-04,2173.87,nao
154726,39,3,02-04,14736.11,nao
154727,11,2,02-04,60242.98,nao
154728,40,23,02-04,9248.78,nao
154729,25,34,02-04,6845.25,nao
154730,1,58,02-04,845.0,nao
154731,11,1,02-04,17995.14,nao
154732,44,3,02-04,466.75,nao
154733,26,1,02-04,15601.99,nao
154734,10,59,02-04,829.74,nao
154735,26,2,02-04,24108.42,nao
154736,26,40,02-04,36489.15,nao
154737,18,14,02-04,22094.71,nao
154738,21,7,02-04,12513.13,nao
154739,19,30,02-04,3686.59,nao
154740,10,31,02-04,5682.34,nao
154741,26,41,02-04,626.0,nao
154742,26,42,02-04,2317.8,nao
154743,38,59,02-04,839060.9643129377,nao
154744,13,46,02-04,37216.76,nao
154745,10,30,02-04,11391.94,nao
154746,44,18,02-04,232.0,nao
154747,26,44,02-04,,nao
154748,40,27,02-04,775.24,nao
154749,10,29,02-04,20218.31,nao
154750,26,46,02-04,8612.56,nao
154751,18,13,02-04,43815.56,nao
154752,26,49,02-04,2829.37,nao
154753,15,21,02-04,2415.12,nao
154754,38,52,02-04,16.62,nao
154755,2,92,02-04,183304.87,nao
154756,10,32,02-04,22906.73,nao
154757,26,38,02-04,118337.32,nao
154758,38,60,02-04,440.0,nao
154759,38,72,02-04,,nao
154760,10,36,02-04,396.49,nao
154761,26,31,02-04,998.7,nao
154762,10,35,02-04,8263.67,nao
154763,4,85,02-04,1881.52,nao
154764,26,32,02-04,3124.42,nao
154765,26,33,02-04,1965.12,nao
154766,38,67,02-04,,nao
154767,10,34,02-04,38318.61,nao
154768,41,19,02-04,-8.94,nao
154769,18,16,02-04,8575.08,nao
154770,42,9,02-04,887960.7899334214,nao
154771,21,8,02-04,16935.89,nao
154772,13,45,02-04,5.97,nao
154773,15,20,02-04,4661.73,nao
154774,10,33,02-04,14206.94,nao
154775,26,35,02-04,1001.53,nao
154776,44,17,02-04,263.31,nao
154777,26,36,02-04,575.5,nao
154778,41,18,02-04,3614.83,nao
154779,26,34,02-04,5593.66,nao
154780,21,9,02-04,995021.2557295185,nao
154781,10,28,02-04,1795.65,nao
154782,2,91,02-04,88934.27,nao
154783,26,74,02-04,7273.32,nao
154784,2,90,02-04,,nao
154785,26,79,02-04,11933.71,nao
154786,21,4,02-04,15672.88,nao
154787,41,20,02-04,4450.02,nao
154788,13,49,02-04,9232.7,nao
154789,10,22,02-04,34991.41,nao
154790,26,80,02-04,17216.15,nao
154791,38,40,02-04,17802.39,nao
154792,10,21,02-04,9000.83,nao
154793,1,12,02-04,8254.27,nao
154794,44,25,02-04,34.75,nao
154795,26,81,02-04,,nao
154796,18,10,02-04,22217.69,nao
154797,3,41,02-04,1027.0,nao
154798,10,20,02-04,804017.7260327189,nao
154799,42,8,02-04,19379.51,nao
154800,26,82,02-04,10811.71,nao
154801,4,22,02-04,23345.85,nao
154802,10,23,02-04,67360.83,nao
154803,15,22,02-04,8064.48,nao
154804,18,11,02-04,19600.7,nao
154805,26,72,02-04,53767.78,nao
154806,10,27,02-04,990041.4678129781,nao
154807,26,54,02-04,109.0,nao
154808,21,6,02-04,4140.3,nao
154809,10,26,02-04,20559.0,nao
154810,4,87,02-04,11993.91,nao
154811,44,21,02-04,595.28,nao
154812,26,55,02-04,8718.66,nao
154813,18,12,02-04,867433.3385556845,nao
154814,26,56,02-04,197.03,nao
154815,26,52,02-04,1382.76,nao
154816,21,5,02-04,,nao
154817,10,25,02-04,18955.76,nao
154818,26,59,02-04,175.73,nao
154819,1,67,02-04,5920.77,nao
154820,42,94,02-04,35441.4,nao
154821,10,24,02-04,14464.84,nao
154822,26,67,02-04,5367.28,nao
154823,26,71,02-04,3706.78,nao
154824,13,48,02-04,1749.0,nao
154825,38,42,02-04,78.51,nao
154826,38,46,02-04,5153.01,nao
154827,14,46,02-04,29357.71,nao
154828,26,30,02-04,1933.82,nao
154829,26,29,02-04,3585.13,nao
154830,38,83,02-04,3053.32,nao
154831,26,9,02-04,,nao
154832,10,52,02-04,,nao
154833,26,10,02-04,8677.97,nao
154834,2,95,02-04,,nao
154835,26,11,02-04,8944.8,nao
154836,21,12,02-04,1538.12,nao
154837,18,21,02-04,4860.0,nao
154838,19,29,02-04,4972.48,nao
154839,42,10,02-04,629.56,nao
154840,15,17,02-04,11308.79,nao
154841,10,50,02-04,3910.0,nao
154842,44,12,02-04,42.03,nao
154843,26,12,02-04,2563.26,nao
154844,38,82,02-04,5559.97,nao
154845,10,49,02-04,19911.46,nao
154846,26,13,02-04,19890.57,nao
154847,26,14,02-04,9665.0,nao
154848,38,81,02-04,11045.67,nao
154849,26,8,02-04,28887.29,nao
154850,10,54,02-04,151.68,nao
154851,41,16,02-04,2056.02,nao
154852,14,49,02-04,11705.74,nao
154853,18,23,02-04,29369.22,nao
154854,4,37,02-04,3308.26,nao
154855,38,87,02-04,968.32,nao
154856,2,96,02-04,33330.86,nao
154857,13,41,02-04,803402.0059626354,nao
154858,10,58,02-04,4514.0,nao
154859,26,3,02-04,8612.13,nao
154860,1,13,02-04,797386.1256231818,nao
154861,26,4,02-04,,nao
154862,10,48,02-04,2333.0,nao
154863,15,16,02-04,3490.06,nao
154864,4,82,02-04,27701.47,nao
154865,26,5,02-04,,nao
154866,3,40,02-04,20560.34,nao
154867,38,85,02-04,31.05,nao
154868,10,55,02-04,20652.64,nao
154869,18,22,02-04,798668.5573420284,nao
154870,26,6,02-04,3109.08,nao
154871,44,11,02-04,905.75,nao
154872,26,7,02-04,10271.29,nao
154873,10,56,02-04,1621.93,nao
154874,2,93,02-04,81746.42,nao
154875,1,41,02-04,1405.0,nao
154876,26,16,02-04,3316.31,nao
154877,38,79,02-04,910716.3864364579,nao
154878,10,41,02-04,12351.92,nao
154879,26,24,02-04,1778.32,nao
154880,18,18,02-04,3242.46,nao
154881,10,40,02-04,107929.61,nao
154882,15,19,02-04,1007.67,nao
154883,42,95,02-04,61638.45,nao
154884,44,14,02-04,,nao
154885,26,25,02-04,4271.24,nao
154886,26,26,02-04,2855.24,nao
154887,38,74,02-04,292.8,nao
154888,40,90,02-04,,nao
154889,10,38,02-04,89661.25,nao
154890,26,27,02-04,762.49,nao
154891,13,44,02-04,10816.73,nao
154892,26,28,02-04,265.76,nao
154893,10,37,02-04,3750.96,nao
154894,44,16,02-04,434.64,nao
154895,18,17,02-04,16465.03,nao
154896,21,10,02-04,14031.87,nao
154897,41,17,02-04,11056.74,nao
154898,26,23,02-04,9584.23,nao
154899,26,22,02-04,5538.76,nao
154900,10,46,02-04,51931.17,nao
154901,26,17,02-04,6285.35,nao
154902,10,45,02-04,41.88,nao
154903,4,83,02-04,8599.11,nao
154904,26,18,02-04,1252.96,nao
154905,15,18,02-04,1640.93,nao
154906,21,11,02-04,16230.58,nao
154907,44,13,02-04,6856.16,nao
154908,26,19,02-04,847.63,nao
154909,18,20,02-04,880580.9587830192,nao
154910,13,42,02-04,7972.16,nao
154911,10,44,02-04,8490.57,nao
154912,26,20,02-04,,nao
154913,18,19,02-04,2808.73,nao
154914,40,26,02-04,3160.15,nao
154915,2,94,02-04,67553.23,nao
154916,26,21,02-04,5090.38,nao
154917,1,60,02-04,1188.0,nao
154918,10,42,02-04,,nao
154919,3,95,02-04,13058.21,nao
154920,38,80,02-04,11962.82,nao
154921,33,40,02-04,6969.33,nao
154922,28,24,02-04,9006.93,nao
154923,16,16,02-04,1927.28,nao
154924,34,2,02-04,,nao
154925,1,28,02-04,671.34,nao
154926,14,25,02-04,12757.29,nao
154927,42,60,02-04,387.2,nao
154928,6,1,02-04,21182.66,nao
154929,14,28,02-04,1254.08,nao
154930,34,56,02-04,764.05,nao
154931,19,85,02-04,842800.9235499612,nao
154932,16,9,02-04,,nao
154933,35,3,02-04,7295.94,nao
154934,14,29,02-04,9237.18,nao
154935,41,59,02-04,766.76,nao
154936,1,2,02-04,46829.12,nao
154937,6,27,02-04,2576.28,nao
154938,42,52,02-04,38.11,nao
154939,6,32,02-04,9263.23,nao
154940,16,52,02-04,1374.75,nao
154941,33,60,02-04,96.8,nao
154942,33,91,02-04,7799.8,nao
154943,35,46,02-04,11975.87,nao
154944,34,54,02-04,50.92,nao
154945,45,81,02-04,16017.82,nao
154946,33,80,02-04,8445.11,nao
154947,1,98,02-04,11197.76,nao
154948,6,3,02-04,12285.43,nao
154949,16,35,02-04,519.5,nao
154950,16,45,02-04,33.41,nao
154951,41,60,02-04,466.4,nao
154952,35,24,02-04,6167.32,nao
154953,42,46,02-04,,nao
154954,14,30,02-04,5536.48,nao
154955,5,34,02-04,,nao
154956,35,45,02-04,4.5,nao
154957,6,8,02-04,49840.43,nao
154958,34,37,02-04,,nao
154959,41,67,02-04,9562.16,nao
154960,19,82,02-04,19357.95,nao
154961,34,38,02-04,46757.38,nao
154962,33,87,02-04,621.9,nao
154963,19,72,02-04,100847.99,nao
154964,45,90,02-04,26097.23,nao
154965,35,38,02-04,35969.15,nao
154966,35,14,02-04,23939.35,nao
154967,33,59,02-04,7.48,nao
154968,2,6,02-04,5758.5,nao
154969,35,22,02-04,778993.2738497026,nao
154970,35,52,02-04,1224.43,nao
154971,19,81,02-04,23259.37,nao
154972,34,92,02-04,71325.61,nao
154973,40,74,02-04,6892.34,nao
154974,35,2,02-04,36232.14,nao
154975,35,35,02-04,1482.85,nao
154976,34,31,02-04,1633.9,nao
154977,45,79,02-04,,nao
154978,34,60,02-04,856335.984578141,nao
154979,2,3,02-04,12058.12,nao
154980,5,29,02-04,1763.9,nao
154981,45,97,02-04,7505.24,nao
154982,35,30,02-04,5399.0,nao
154983,14,23,02-04,26596.61,nao
154984,4,11,02-04,43513.99,nao
154985,34,16,02-04,6918.96,nao
154986,34,33,02-04,,nao
154987,19,92,02-04,120793.34,nao
154988,5,30,02-04,615.9,nao
154989,16,21,02-04,3227.82,nao
154990,6,23,02-04,32318.85,nao
154991,35,27,02-04,1733.34,nao
154992,35,9,02-04,10651.59,nao
154993,14,19,02-04,186.65,nao
154994,45,72,02-04,51291.94,nao
154995,3,60,02-04,176.0,nao
154996,4,13,02-04,70015.97,nao
154997,16,24,02-04,1628.77,nao
154998,16,33,02-04,1849.97,nao
154999,4,10,02-04,39068.54,nao
155000,34,83,02-04,,nao
155001,34,10,02-04,18051.73,nao
155002,6,16,02-04,12439.49,nao
155003,35,79,02-04,20818.37,nao
155004,2,2,02-04,,nao
155005,34,27,02-04,811.94,nao
155006,35,58,02-04,900.0,nao
155007,1,1,02-04,21665.76,nao
155008,16,26,02-04,1712.33,nao
155009,35,12,02-04,1378.15,nao
155010,19,83,02-04,4795.07,nao
155011,34,22,02-04,824886.387606037,nao
155012,34,91,02-04,37663.3,nao
155013,16,18,02-04,560.73,nao
155014,33,42,02-04,59.84,nao
155015,34,81,02-04,,nao
155016,35,41,02-04,1520.5,nao
155017,45,85,02-04,1261.08,nao
155018,41,71,02-04,5516.24,nao
155019,5,42,02-04,1915.07,nao
155020,45,98,02-04,57.25,nao
155021,33,55,02-04,40.0,nao
155022,42,59,02-04,284.48,nao
155023,5,71,02-04,604.16,nao
155024,34,6,02-04,2177.6,nao
155025,5,59,02-04,,nao
155026,6,18,02-04,,nao
155027,6,21,02-04,7476.96,nao
155028,19,55,02-04,925067.952484493,nao
155029,2,9,02-04,23075.18,nao
155030,14,17,02-04,22863.21,nao
155031,34,7,02-04,11045.47,nao
155032,16,41,02-04,1678.2,nao
155033,5,85,02-04,985624.17852665,nao
155034,34,21,02-04,3865.98,nao
155035,5,28,02-04,221.5,nao
155036,34,82,02-04,14802.69,nao
155037,35,20,02-04,8308.44,nao
155038,19,59,02-04,,nao
155039,35,44,02-04,1408.92,nao
155040,19,87,02-04,17941.34,nao
155041,34,18,02-04,2653.9,nao
155042,35,60,02-04,,nao
155043,16,29,02-04,1462.76,nao
155044,45,93,02-04,1575.76,nao
155045,41,85,02-04,1602.03,nao
155046,35,18,02-04,2334.23,nao
155047,35,34,02-04,15627.22,nao
155048,34,26,02-04,5135.69,nao
155049,14,22,02-04,20527.25,nao
155050,45,74,02-04,,nao
155051,16,40,02-04,829747.1525205331,nao
155052,19,79,02-04,23233.41,nao
155053,33,95,02-04,23399.18,nao
155054,16,30,02-04,803.56,nao
155055,16,36,02-04,1516.5,nao
155056,16,27,02-04,560.41,nao
155057,6,9,02-04,26410.88,nao
155058,45,71,02-04,3832.48,nao
155059,6,17,02-04,841914.0039578137,nao
155060,34,8,02-04,31628.21,nao
155061,2,5,02-04,38762.47,nao
155062,34,3,02-04,5805.36,nao
155063,1,3,02-04,,nao
155064,14,20,02-04,10236.55,nao
155065,14,27,02-04,3051.44,nao
155066,33,52,02-04,8.71,nao
155067,6,31,02-04,866194.1661370723,nao
155068,33,74,02-04,228.59,nao
155069,16,14,02-04,8378.0,nao
155070,35,40,02-04,34130.56,nao
155071,35,5,02-04,22174.0,nao
155072,35,21,02-04,3232.25,nao
155073,19,67,02-04,11736.46,nao
155074,34,45,02-04,4.0,nao
155075,6,26,02-04,7887.26,nao
155076,19,95,02-04,94932.19,nao
155077,5,74,02-04,3263.15,nao
155078,41,74,02-04,16638.8,nao
155079,34,35,02-04,1218.0,nao
155080,5,56,02-04,443.51,nao
155081,14,26,02-04,11993.83,nao
155082,45,91,02-04,20060.48,nao
155083,34,44,02-04,2637.06,nao
155084,33,46,02-04,1798.31,nao
155085,6,34,02-04,15061.33,nao
155086,6,20,02-04,,nao
155087,34,40,02-04,43172.98,nao
155088,35,31,02-04,3010.96,nao
155089,35,23,02-04,26259.21,nao
155090,34,17,02-04,7475.69,nao
155091,5,26,02-04,2186.17,nao
155092,34,85,02-04,1079.04,nao
155093,34,29,02-04,3475.75,nao
155094,34,95,02-04,,nao
155095,6,6,02-04,6674.42,nao
155096,6,11,02-04,21069.73,nao
155097,33,94,02-04,23697.12,nao
155098,19,93,02-04,37351.41,nao
155099,6,24,02-04,8118.35,nao
155100,16,32,02-04,,nao
155101,16,19,02-04,1144.7,nao
155102,34,48,02-04,638.0,nao
155103,19,97,02-04,20647.39,nao
155104,16,22,02-04,6910.41,nao
155105,34,94,02-04,,nao
155106,34,49,02-04,2626.84,nao
155107,35,72,02-04,85639.54,nao
155108,35,55,02-04,,nao
155109,5,24,02-04,2509.71,nao
155110,5,95,02-04,18341.45,nao
155111,5,25,02-04,1777.12,nao
155112,5,82,02-04,3514.34,nao
155113,33,90,02-04,22812.46,nao
155114,34,9,02-04,12442.36,nao
155115,19,90,02-04,73055.83,nao
155116,35,6,02-04,7927.65,nao
155117,16,25,02-04,3447.71,nao
155118,2,11,02-04,24692.06,nao
155119,5,60,02-04,184.8,nao
155120,41,72,02-04,47112.19,nao
155121,5,36,02-04,1982.0,nao
155122,34,71,02-04,3512.36,nao
155123,1,95,02-04,114270.08,nao
155124,35,32,02-04,5380.43,nao
155125,6,29,02-04,889974.646865073,nao
155126,6,4,02-04,34293.78,nao
155127,34,30,02-04,1481.78,nao
155128,34,98,02-04,7792.09,nao
155129,45,92,02-04,,nao
155130,34,72,02-04,41824.93,nao
155131,34,65,02-04,986823.6349869611,nao
155132,35,4,02-04,16642.2,nao
155133,35,28,02-04,,nao
155134,5,54,02-04,,nao
155135,16,55,02-04,7325.12,nao
155136,5,67,02-04,2365.62,nao
155137,5,96,02-04,4736.49,nao
155138,35,13,02-04,27388.11,nao
155139,35,29,02-04,,nao
155140,16,51,02-04,2.32,nao
155141,41,58,02-04,3226.0,nao
155142,16,23,02-04,,nao
155143,34,41,02-04,,nao
155144,33,81,02-04,,nao
155145,33,92,02-04,,nao
155146,34,5,02-04,24932.37,nao
155147,34,93,02-04,30298.76,nao
155148,3,67,02-04,1714.31,nao
155149,33,79,02-04,10433.54,nao
155150,3,71,02-04,775.14,nao
155151,34,97,02-04,17690.19,nao
155152,45,82,02-04,11270.14,nao
155153,16,59,02-04,136.98,nao
155154,35,36,02-04,3586.0,nao
155155,4,14,02-04,28679.67,nao
155156,35,74,02-04,17957.24,nao
155157,35,54,02-04,,nao
155158,19,54,02-04,88.68,nao
155159,16,10,02-04,,nao
155160,34,13,02-04,22761.3,nao
155161,6,28,02-04,757.93,nao
155162,6,13,02-04,34660.14,nao
155163,5,79,02-04,5098.26,nao
155164,35,7,02-04,12674.55,nao
155165,34,67,02-04,,nao
155166,5,87,02-04,14263.35,nao
155167,40,71,02-04,2886.48,nao
155168,5,35,02-04,1686.0,nao
155169,16,34,02-04,3475.31,nao
155170,35,1,02-04,13762.2,nao
155171,16,11,02-04,16068.54,nao
155172,35,8,02-04,16497.52,nao
155173,19,94,02-04,36721.0,nao
155174,34,96,02-04,17537.55,nao
155175,35,59,02-04,130.1,nao
155176,5,46,02-04,3550.39,nao
155177,34,19,02-04,41.0,nao
155178,34,80,02-04,11528.27,nao
155179,34,25,02-04,888908.1232396035,nao
155180,33,82,02-04,2996.27,nao
155181,19,91,02-04,64343.46,nao
155182,45,60,02-04,184.8,nao
155183,6,33,02-04,7486.88,nao
155184,34,52,02-04,924.46,nao
155185,14,18,02-04,5252.53,nao
155186,16,60,02-04,96.8,nao
155187,6,2,02-04,43933.19,nao
155188,16,20,02-04,2373.45,nao
155189,33,97,02-04,4876.13,nao
155190,35,67,02-04,4539.29,nao
155191,2,4,02-04,46231.68,nao
155192,6,25,02-04,9926.48,nao
155193,34,42,02-04,3238.74,nao
155194,40,72,02-04,50859.52,nao
155195,2,8,02-04,61456.28,nao
155196,5,90,02-04,3481.16,nao
155197,16,46,02-04,13036.75,nao
155198,6,30,02-04,5270.44,nao
155199,45,94,02-04,4999.59,nao
155200,14,21,02-04,8211.72,nao
155201,34,59,02-04,431.28,nao
155202,5,81,02-04,837390.3161022923,nao
155203,6,22,02-04,19419.27,nao
155204,34,55,02-04,12056.59,nao
155205,34,36,02-04,1887.0,nao
155206,16,13,02-04,14194.55,nao
155207,41,83,02-04,4369.01,nao
155208,34,24,02-04,,nao
155209,6,7,02-04,20010.24,nao
155210,5,72,02-04,17986.42,nao
155211,5,31,02-04,904.45,nao
155212,16,31,02-04,858.45,nao
155213,34,74,02-04,6954.11,nao
155214,41,81,02-04,,nao
155215,1,97,02-04,37785.87,nao
155216,5,32,02-04,2046.55,nao
155217,33,67,02-04,424.09,nao
155218,5,41,02-04,195.71,nao
155219,34,90,02-04,46639.48,nao
155220,2,1,02-04,,nao
155221,6,5,02-04,39956.21,nao
155222,16,12,02-04,2713.33,nao
155223,35,42,02-04,8393.82,nao
155224,4,31,02-04,5856.3,nao
155225,34,32,02-04,4186.0,nao
155226,19,74,02-04,14735.99,nao
155227,14,31,02-04,3267.2,nao
155228,16,28,02-04,342.0,nao
155229,19,71,02-04,,nao
155230,45,67,02-04,5578.95,nao
155231,2,7,02-04,22120.83,nao
155232,5,58,02-04,987968.4323207806,nao
155233,34,79,02-04,17327.93,nao
155234,35,25,02-04,12647.78,nao
155235,2,12,02-04,5331.97,nao
155236,34,46,02-04,16133.13,nao
155237,35,16,02-04,1330.9,nao
155238,5,55,02-04,4130.14,nao
155239,19,58,02-04,2985.0,nao
155240,33,98,02-04,,nao
155241,16,38,02-04,53309.72,nao
155242,19,80,02-04,22268.61,nao
155243,45,83,02-04,1020.95,nao
155244,5,27,02-04,,nao
155245,5,92,02-04,9329.57,nao
155246,41,80,02-04,17305.47,nao
155247,34,14,02-04,9937.23,nao
155248,5,91,02-04,1496.67,nao
155249,1,37,02-04,3784.39,nao
155250,34,28,02-04,283.56,nao
155251,6,14,02-04,22963.86,nao
155252,40,79,02-04,790329.6546978044,nao
155253,45,87,02-04,6113.05,nao
155254,33,83,02-04,1907.52,nao
155255,35,71,02-04,10562.56,nao
155256,45,95,02-04,,nao
155257,16,44,02-04,4184.47,nao
155258,33,96,02-04,875398.7486269342,nao
155259,5,40,02-04,,nao
155260,2,10,02-04,34606.41,nao
155261,5,38,02-04,60517.31,nao
155262,34,11,02-04,30222.91,nao
155263,14,24,02-04,7036.54,nao
155264,34,4,02-04,21078.34,nao
155265,40,60,02-04,96.8,nao
155266,35,56,02-04,418.24,nao
155267,5,97,02-04,684.47,nao
155268,35,11,02-04,10885.48,nao
155269,6,19,02-04,844181.8731279342,nao
155270,35,10,02-04,,nao
155271,4,12,02-04,7116.65,nao
155272,41,82,02-04,14667.94,nao
155273,34,87,02-04,5052.76,nao
155274,35,33,02-04,7690.0,nao
155275,33,93,02-04,23569.35,nao
155276,4,30,02-04,8974.3,nao
155277,34,34,02-04,9773.4,nao
155278,41,79,02-04,21026.13,nao
155279,16,17,02-04,6823.79,nao
155280,5,33,02-04,1740.91,nao
155281,35,17,02-04,12835.06,nao
155282,6,10,02-04,,nao
155283,34,1,02-04,20884.52,nao
155284,5,94,02-04,4.85,nao
155285,40,67,02-04,6682.68,nao
155286,19,56,02-04,550.71,nao
155287,34,20,02-04,,nao
155288,34,58,02-04,,nao
155289,16,42,02-04,,nao
155290,19,96,02-04,12560.49,nao
155291,6,12,02-04,939272.1102682204,nao
155292,35,26,02-04,9302.95,nao
155293,1,96,02-04,28899.26,nao
155294,5,44,02-04,1309.59,nao
155295,34,12,02-04,5453.58,nao
155296,5,52,02-04,325.2,nao
155297,1,94,02-04,60453.29,nao
155298,34,23,02-04,16775.46,nao
155299,40,80,02-04,15712.7,nao
155300,37,87,02-11,1408.18,sim
155301,45,27,02-11,1606.42,sim
155302,41,44,02-11,3970.46,sim
155303,37,90,02-11,,sim
155304,22,52,02-11,933.34,sim
155305,31,37,02-11,2766.16,sim
155306,21,33,02-11,8512.4,sim
155307,21,90,02-11,10903.84,sim
155308,11,54,02-11,89.84,sim
155309,43,10,02-11,739.1,sim
155310,15,17,02-11,12470.64,sim
155311,24,28,02-11,756.99,sim
155312,36,59,02-11,19.75,sim
155313,7,42,02-11,843387.5993891377,sim
155314,14,22,02-11,18484.3,sim
155315,28,24,02-11,8344.31,sim
155316,28,31,02-11,2169.05,sim
155317,26,10,02-11,8545.3,sim
155318,44,12,02-11,24.41,sim
155319,11,56,02-11,1064.92,sim
155320,9,14,02-11,6983.88,sim
155321,38,81,02-11,9755.68,sim
155322,7,38,02-11,38200.35,sim
155323,10,50,02-11,,sim
155324,40,48,02-11,933158.1789245731,sim
155325,9,18,02-11,8267.9,sim
155326,10,52,02-11,5826.61,sim
155327,39,92,02-11,98140.74,sim
155328,24,31,02-11,1699.04,sim
155329,34,55,02-11,11589.43,sim
155330,36,55,02-11,161.0,sim
155331,22,13,02-11,35484.33,sim
155332,6,25,02-11,893880.0223530047,sim
155333,38,82,02-11,5035.23,sim
155334,24,34,02-11,12277.5,sim
155335,31,46,02-11,26833.75,sim
155336,28,28,02-11,888133.426286795,sim
155337,40,82,02-11,11016.73,sim
155338,14,4,02-11,49658.89,sim
155339,39,26,02-11,764937.8989563351,sim
155340,21,12,02-11,2182.9,sim
155341,24,30,02-11,4323.1,sim
155342,28,26,02-11,13686.67,sim
155343,13,19,02-11,895741.9946756334,sim
155344,31,38,02-11,92065.9,sim
155345,19,29,02-11,6075.86,sim
155346,39,71,02-11,5892.4,sim
155347,31,44,02-11,2966.3,sim
155348,19,35,02-11,2436.76,sim
155349,20,79,02-11,42277.09,sim
155350,5,56,02-11,819.85,sim
155351,36,46,02-11,2499.0,sim
155352,39,27,02-11,1626.08,sim
155353,11,55,02-11,15138.06,sim
155354,14,3,02-11,,sim
155355,26,12,02-11,2766.13,sim
155356,4,97,02-11,40158.74,sim
155357,12,60,02-11,475.2,sim
155358,42,10,02-11,482.47,sim
155359,7,36,02-11,1487.0,sim
155360,18,21,02-11,5221.54,sim
155361,40,98,02-11,7937.01,sim
155362,21,34,02-11,18697.96,sim
155363,3,11,02-11,5641.34,sim
155364,28,27,02-11,2155.97,sim
155365,5,13,02-11,10402.12,sim
155366,24,29,02-11,5311.13,sim
155367,12,97,02-11,2197.52,sim
155368,44,85,02-11,160.72,sim
155369,22,94,02-11,2043.46,sim
155370,23,14,02-11,27953.33,sim
155371,2,59,02-11,674.9,sim
155372,1,79,02-11,988172.0060509872,sim
155373,7,35,02-11,423.5,sim
155374,10,49,02-11,23420.31,sim
155375,15,38,02-11,53972.59,sim
155376,41,7,02-11,17285.76,sim
155377,31,51,02-11,0.75,sim
155378,35,35,02-11,884365.9225982307,sim
155379,17,79,02-11,25105.35,sim
155380,31,49,02-11,10054.79,sim
155381,18,55,02-11,13374.95,sim
155382,31,42,02-11,,sim
155383,2,28,02-11,1110.96,sim
155384,3,90,02-11,1340.18,sim
155385,28,29,02-11,6400.97,sim
155386,9,19,02-11,,sim
155387,26,13,02-11,19929.54,sim
155388,20,22,02-11,20003.98,sim
155389,6,24,02-11,4684.54,sim
155390,26,14,02-11,10308.49,sim
155391,7,40,02-11,33889.78,sim
155392,9,17,02-11,4888.52,sim
155393,33,93,02-11,30483.1,sim
155394,28,30,02-11,5038.05,sim
155395,45,93,02-11,2017.78,sim
155396,24,33,02-11,5608.41,sim
155397,14,35,02-11,2928.85,sim
155398,7,41,02-11,1371.35,sim
155399,26,11,02-11,9771.74,sim
155400,31,54,02-11,71.8,sim
155401,2,95,02-11,,sim
155402,17,10,02-11,11108.77,sim
155403,34,92,02-11,,sim
155404,4,60,02-11,396.0,sim
155405,13,72,02-11,109069.03,sim
155406,41,72,02-11,64198.86,sim
155407,13,71,02-11,13643.28,sim
155408,40,18,02-11,3661.8,sim
155409,1,2,02-11,47595.35,sim
155410,31,52,02-11,370.09,sim
155411,28,25,02-11,15488.66,sim
155412,2,7,02-11,28913.34,sim
155413,33,92,02-11,38997.97,sim
155414,9,16,02-11,3328.14,sim
155415,11,52,02-11,1972.25,sim
155416,20,74,02-11,956114.1108524103,sim
